raw_id,raw_group_id,source,year,version,is_censored,curation_status,exclusion_or_link_reason,curated_id
PAMPA:58,GRP-cc074b86d5749ae6,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-cc074b86d5749ae6
PAMPA:59,GRP-31d624f6c741cebf,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-31d624f6c741cebf
PAMPA:60,GRP-d35b6e6d8085936c,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-d35b6e6d8085936c
PAMPA:61,GRP-6e09883a64596ae4,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-6e09883a64596ae4
PAMPA:62,GRP-ebf5199ba84c6c62,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-ebf5199ba84c6c62
PAMPA:63,GRP-4a0e27b74c2ab263,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-4a0e27b74c2ab263
PAMPA:64,GRP-d3389bf387eba04c,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-d3389bf387eba04c
PAMPA:65,GRP-0e74bc5ad044471a,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-0e74bc5ad044471a
PAMPA:66,GRP-80cd1e35d35d629e,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-80cd1e35d35d629e
PAMPA:67,GRP-6976aa466682efee,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-6976aa466682efee
PAMPA:68,GRP-b477929fcd0a70eb,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-b477929fcd0a70eb
PAMPA:69,GRP-d83e47bbfa318539,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-d83e47bbfa318539
PAMPA:70,GRP-28c8731be918f22c,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-28c8731be918f22c
PAMPA:71,GRP-c7472d319239e8bb,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-c7472d319239e8bb
PAMPA:72,GRP-8bdcbe39db73716d,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-8bdcbe39db73716d
PAMPA:73,GRP-04df124f18acc598,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-04df124f18acc598
PAMPA:74,GRP-18137560148a183a,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-18137560148a183a
PAMPA:75,GRP-e086e445ca95e941,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-e086e445ca95e941
PAMPA:76,GRP-a0a8f4db0758348b,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-a0a8f4db0758348b
PAMPA:77,GRP-77097c43b979ed02,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-77097c43b979ed02
PAMPA:78,GRP-d7c21300de02b6e7,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-d7c21300de02b6e7
PAMPA:79,GRP-a05f3e57f00392c8,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-a05f3e57f00392c8
PAMPA:80,GRP-d2023095a2b934fd,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-d2023095a2b934fd
PAMPA:81,GRP-e136466af34ba463,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-e136466af34ba463
PAMPA:82,GRP-e718a27d244f6f24,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-e718a27d244f6f24
PAMPA:83,GRP-b1588620b08692d5,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-b1588620b08692d5
PAMPA:84,GRP-3480d91822876b55,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-3480d91822876b55
PAMPA:85,GRP-36c8488b11924198,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-36c8488b11924198
PAMPA:86,GRP-9e614539ccc4b9bd,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-9e614539ccc4b9bd
PAMPA:87,GRP-070bde1f77ba4969,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-070bde1f77ba4969
PAMPA:88,GRP-173daa47f98f8f0f,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-173daa47f98f8f0f
PAMPA:89,GRP-5ec3758471262685,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-5ec3758471262685
PAMPA:90,GRP-562dd351c70e5c7b,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-562dd351c70e5c7b
PAMPA:91,GRP-e04b7e5cc4473a03,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-e04b7e5cc4473a03
PAMPA:92,GRP-a3f719f29b139627,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-a3f719f29b139627
PAMPA:93,GRP-f6d05c72b60e4935,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-f6d05c72b60e4935
PAMPA:94,GRP-b7a805ba4295fa0d,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-b7a805ba4295fa0d
PAMPA:95,GRP-456f46851ade81b8,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-456f46851ade81b8
PAMPA:96,GRP-03e86d23a8ddb28f,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-03e86d23a8ddb28f
PAMPA:97,GRP-e03ccafb022beba0,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-e03ccafb022beba0
PAMPA:98,GRP-e8941f5b32c28be2,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-e8941f5b32c28be2
PAMPA:99,GRP-f6ac2060e75ab757,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-f6ac2060e75ab757
PAMPA:100,GRP-332379c9d0cffb10,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-332379c9d0cffb10
PAMPA:101,GRP-0b4f5b98e5659c9b,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-0b4f5b98e5659c9b
PAMPA:102,GRP-665aee58f9744b1b,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-665aee58f9744b1b
PAMPA:103,GRP-4ae43dad9087f8d7,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-4ae43dad9087f8d7
PAMPA:104,GRP-9367b9a23503d097,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-9367b9a23503d097
PAMPA:105,GRP-f39bd7351bb0d21e,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-f39bd7351bb0d21e
PAMPA:106,GRP-add53f35765a483a,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-add53f35765a483a
PAMPA:107,GRP-9c7ec57b38f11af0,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-9c7ec57b38f11af0
PAMPA:108,GRP-bf14bb214a8f4268,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-bf14bb214a8f4268
PAMPA:109,GRP-b8f69140b2ab94a7,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-b8f69140b2ab94a7
PAMPA:110,GRP-f3c7a592f5c3e013,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-f3c7a592f5c3e013
PAMPA:111,GRP-9f4bdfb03bf6267e,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-9f4bdfb03bf6267e
PAMPA:112,GRP-854726eeae4cb668,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-854726eeae4cb668
PAMPA:113,GRP-b1185a16406f3eab,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-b1185a16406f3eab
PAMPA:114,GRP-da9d9000221bb503,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-da9d9000221bb503
PAMPA:115,GRP-95f366fc8ff9e9cc,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-95f366fc8ff9e9cc
PAMPA:116,GRP-7cae71e06ea65222,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-7cae71e06ea65222
PAMPA:117,GRP-7cd114ac83e69b8f,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-7cd114ac83e69b8f
PAMPA:118,GRP-a11d46ff8c2f711d,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-a11d46ff8c2f711d
PAMPA:119,GRP-c29f2aef899980ea,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-c29f2aef899980ea
PAMPA:120,GRP-1ff0ee765a7e1c44,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-1ff0ee765a7e1c44
PAMPA:121,GRP-2464c9973771dae2,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-2464c9973771dae2
PAMPA:122,GRP-31572266b29efd4d,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-31572266b29efd4d
PAMPA:123,GRP-89eaf7836078b298,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-89eaf7836078b298
PAMPA:124,GRP-963552f736678a5d,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-963552f736678a5d
PAMPA:125,GRP-b2c1904cfbea58b9,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-b2c1904cfbea58b9
PAMPA:126,GRP-b51ee168d01985aa,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-b51ee168d01985aa
PAMPA:127,GRP-c1724167c55e48b6,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-c1724167c55e48b6
PAMPA:128,GRP-ed61f51e98755ae7,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-ed61f51e98755ae7
PAMPA:129,GRP-677dd7def4cf43d2,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-677dd7def4cf43d2
PAMPA:130,GRP-f98216f7aa82dd51,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-f98216f7aa82dd51
PAMPA:131,GRP-cd5563f6e9e67a96,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-cd5563f6e9e67a96
PAMPA:132,GRP-ec043ea122525b98,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-ec043ea122525b98
PAMPA:133,GRP-3184c870eeae19f9,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-3184c870eeae19f9
PAMPA:134,GRP-1fdf099952945830,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-1fdf099952945830
PAMPA:135,GRP-3ad527b2d9253252,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-3ad527b2d9253252
PAMPA:136,GRP-309f03172f99f1ca,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-309f03172f99f1ca
PAMPA:137,GRP-7bb2d0926e1be4a6,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-7bb2d0926e1be4a6
PAMPA:138,GRP-81eb85ff08f13097,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-81eb85ff08f13097
PAMPA:139,GRP-6ce29fc22f15b62e,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-6ce29fc22f15b62e
PAMPA:140,GRP-43f049d9f0db625a,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-43f049d9f0db625a
PAMPA:141,GRP-0c4118fba5d8fab2,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-0c4118fba5d8fab2
PAMPA:142,GRP-459d3b305e9ca40d,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-459d3b305e9ca40d
PAMPA:143,GRP-125d47f00770a849,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-125d47f00770a849
PAMPA:144,GRP-cfb9930b69b9647e,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-cfb9930b69b9647e
PAMPA:145,GRP-3e7aa53bdb2cd879,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-3e7aa53bdb2cd879
PAMPA:146,GRP-ee5eccb8a2254c88,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-ee5eccb8a2254c88
PAMPA:147,GRP-498f043bf1355400,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-498f043bf1355400
PAMPA:148,GRP-054535579ece2b52,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-054535579ece2b52
PAMPA:149,GRP-9a9d535146bac5ae,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-9a9d535146bac5ae
PAMPA:150,GRP-3a08e589cb1212af,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-3a08e589cb1212af
PAMPA:151,GRP-9b6dc076574429da,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-9b6dc076574429da
PAMPA:152,GRP-0b321e33cf6661d9,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-0b321e33cf6661d9
PAMPA:153,GRP-7ec615dccacb84b9,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-7ec615dccacb84b9
PAMPA:154,GRP-5cb5991c549ede79,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-5cb5991c549ede79
PAMPA:155,GRP-2f9331b5d737a8a1,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-2f9331b5d737a8a1
PAMPA:156,GRP-5d763337fb01aeff,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-5d763337fb01aeff
PAMPA:157,GRP-4f8c23d7104ef9ba,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-4f8c23d7104ef9ba
PAMPA:158,GRP-9ec53303d92ade3e,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-9ec53303d92ade3e
PAMPA:159,GRP-93f238cd33485e2c,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-93f238cd33485e2c
PAMPA:160,GRP-f25d4890000ef52e,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-f25d4890000ef52e
PAMPA:161,GRP-8cbc90eee8f9c342,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-8cbc90eee8f9c342
PAMPA:162,GRP-a3d6439b441fc497,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-a3d6439b441fc497
PAMPA:163,GRP-c8109bb5e0881af6,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-c8109bb5e0881af6
PAMPA:164,GRP-3b5d560ee2e0ff27,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-3b5d560ee2e0ff27
PAMPA:165,GRP-c8c834f7865a40ce,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-c8c834f7865a40ce
PAMPA:166,GRP-8780058f971e260a,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-8780058f971e260a
PAMPA:167,GRP-7f86768957cc6e72,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-7f86768957cc6e72
PAMPA:168,GRP-0fa05d4c44a34de6,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-0fa05d4c44a34de6
PAMPA:169,GRP-ed0fbd279dd57882,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-ed0fbd279dd57882
PAMPA:170,GRP-672ded41b1cd2d0a,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-672ded41b1cd2d0a
PAMPA:171,GRP-0744e3be64c7baa9,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-0744e3be64c7baa9
PAMPA:172,GRP-9d1357722509250a,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-9d1357722509250a
PAMPA:173,GRP-bd9b479b09896c97,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-bd9b479b09896c97
PAMPA:174,GRP-afea5969367a4dc9,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-afea5969367a4dc9
PAMPA:175,GRP-21b17b90fa492742,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-21b17b90fa492742
PAMPA:176,GRP-4d2081071953accb,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-4d2081071953accb
PAMPA:177,GRP-730786f0e9f090b2,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-730786f0e9f090b2
PAMPA:178,GRP-b677d801a4204af2,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-b677d801a4204af2
PAMPA:179,GRP-07cbd47087850a06,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-07cbd47087850a06
PAMPA:180,GRP-5d4c9c0c457a493c,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-5d4c9c0c457a493c
PAMPA:181,GRP-7735c225ac9b20f3,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-7735c225ac9b20f3
PAMPA:182,GRP-881a633a11061b14,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-881a633a11061b14
PAMPA:183,GRP-97219cd72c704f9b,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-97219cd72c704f9b
PAMPA:184,GRP-6aa5cfdd8c475422,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-6aa5cfdd8c475422
PAMPA:185,GRP-7fac4d68b7228b90,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-7fac4d68b7228b90
PAMPA:186,GRP-c344c2479dc9d296,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-c344c2479dc9d296
PAMPA:187,GRP-047db441c22939a3,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-047db441c22939a3
PAMPA:188,GRP-d601f27c1e43a5a9,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-d601f27c1e43a5a9
PAMPA:189,GRP-9b89f3788fea1ea6,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-9b89f3788fea1ea6
PAMPA:190,GRP-4d55fd0609146b62,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-4d55fd0609146b62
PAMPA:191,GRP-103eaae443c13af2,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-103eaae443c13af2
PAMPA:192,GRP-e2f48312dfad9b80,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-e2f48312dfad9b80
PAMPA:193,GRP-c9c4bb283e8e1591,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-c9c4bb283e8e1591
PAMPA:194,GRP-52a8e54fe6382d8e,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-52a8e54fe6382d8e
PAMPA:195,GRP-53b9d0d1e1429325,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-53b9d0d1e1429325
PAMPA:196,GRP-4a557efd8da8a111,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-4a557efd8da8a111
PAMPA:197,GRP-abb35a9a7a266f44,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-abb35a9a7a266f44
PAMPA:198,GRP-d0925735b1b7d93d,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-d0925735b1b7d93d
PAMPA:199,GRP-f018d27fe2dad16e,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-f018d27fe2dad16e
PAMPA:200,GRP-6ad4a1b01543dd97,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-6ad4a1b01543dd97
PAMPA:201,GRP-d8140aa6a6133f64,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-d8140aa6a6133f64
PAMPA:202,GRP-4963e927648e6fd3,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-4963e927648e6fd3
PAMPA:203,GRP-8d92fe5961a4a83b,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-8d92fe5961a4a83b
PAMPA:204,GRP-92b167a2eb442d92,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-92b167a2eb442d92
PAMPA:205,GRP-6f065c1c4a081e63,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-6f065c1c4a081e63
PAMPA:206,GRP-7180b6559623d2ef,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-7180b6559623d2ef
PAMPA:207,GRP-e43feb644256715b,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-e43feb644256715b
PAMPA:208,GRP-bc7953ee531e93e4,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-bc7953ee531e93e4
PAMPA:209,GRP-a8f40688d5c4437d,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-a8f40688d5c4437d
PAMPA:210,GRP-21dc3e5ad8835d86,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-21dc3e5ad8835d86
PAMPA:211,GRP-7f68b804697fa83b,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-7f68b804697fa83b
PAMPA:212,GRP-ee7213a7b7bbfd54,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-ee7213a7b7bbfd54
PAMPA:213,GRP-2bb427b1e2d272e9,2013_CHUGAI,2013,1.0,False,included,compatible_uncensored_replicate,SSCP-2bb427b1e2d272e9
